file name,file size,number of words,% negative,% positive,% uncertainty,% litigious,% strong modal,% weak modal,% constraining,# of alphabetic,# of digits,# of numbers,avg # of syllables per word,average word length,vocabulary,net neg
Jul-16,47375,6283,2.22823492,1.289193061,1.734840045,0.159159637,0.397899093,0.604806621,0.206907528,578.083718,1565,647,1.790545918,5.398694891,1227,0.939041859
Oct-16,56781,7554,2.210749272,1.323801959,1.482658194,0.092666137,0.357426529,0.450092666,0.251522372,574.8212867,1917,808,1.779719354,5.406671962,1334,0.886947313
Jan-17,61318,8125,1.501538462,1.28,1.92,0.135384615,0.455384615,0.504615385,0.172307692,578.1169231,2066,837,1.788184615,5.412676923,1368,0.221538462
Apr-17,75310,10089,2.140945584,1.268708494,2.131033799,0.069382496,0.198235702,0.743383883,0.257706413,573.3670334,2376,978,1.778669838,5.400634354,1497,0.87223709
Jul-17,59469,7885,1.788205453,1.217501585,1.762840837,0.050729233,0.27901078,0.608750793,0.114140774,575.7894737,2134,883,1.777171845,5.405072923,1285,0.570703868
Oct-17,84094,11186,1.314142678,1.367781155,1.779009476,0.16091543,0.196674414,0.670480958,0.151975684,582.3529412,2548,1018,1.796084391,5.443143215,1637,-0.053638477
Jan-18,53078,6986,1.345548239,1.646149442,1.889493272,0.114514744,0.171772116,0.486687661,0.128829087,577.9272831,1889,754,1.776266819,5.388204981,1247,-0.300601202
Apr-18,71519,9490,1.717597471,1.095890411,2.054794521,0.126448894,0.252897787,0.663856691,0.231822972,570.3793467,2860,1134,1.768809273,5.373340358,1425,0.62170706
Jul-18,62366,8359,1.770546716,0.980978586,1.78250987,0.083742074,0.311041991,0.418710372,0.394784065,569.0273956,2198,911,1.755951669,5.353271922,1384,0.78956813
Oct-18,73293,9858,2.312842362,1.186853317,2.059241225,0.081152364,0.314465409,0.679651045,0.202880909,569.4055589,2354,966,1.766179752,5.365489957,1515,1.125989044
Jan-19,56881,7647,2.131554858,0.928468681,1.634627959,0.078462142,0.261540473,0.470772852,0.170001308,567.3597489,1977,799,1.741859553,5.302733098,1268,1.203086178
Apr-19,68935,9191,2.154281362,1.011859428,1.958437602,0.054401045,0.228484387,0.522250027,0.174083342,568.5453161,2739,1064,1.750843216,5.348166685,1423,1.142421935
Jul-19,59422,7950,2.540880503,1.220125786,1.974842767,0.050314465,0.251572327,0.616352201,0.327044025,576.6918239,1814,757,1.78754717,5.448176101,1341,1.320754717
Oct-19,62290,8170,2.484700122,0.893512852,1.835985312,0.122399021,0.208078335,0.428396573,0.257037944,582.5458996,2150,869,1.799755202,5.468053856,1371,1.591187271
Jan-20,53335,7040,1.960227273,1.25,2.073863636,0.127840909,0.3125,0.482954545,0.213068182,578.1960227,1886,766,1.779829545,5.449431818,1197,0.710227273
Apr-20,45802,6529,2.971358554,1.194669934,1.562260683,0.12253025,0.934293154,0.781130342,0.582018686,563.7004135,413,177,1.780977179,5.318884975,1412,1.77668862
Jul-20,73226,10015,2.466300549,1.068397404,1.717423864,0.069895157,0.509236146,0.678981528,0.269595607,570.0649026,1883,735,1.791712431,5.415177234,1722,1.397903145
Oct-20,84015,11237,2.242591439,1.08569903,1.6107502,0.044495862,0.311471033,0.453857791,0.204680965,572.9732135,2834,1121,1.805108125,5.431698852,1654,1.156892409
Jan-21,66623,8930,2.0268757,1.444568869,1.970884658,0.033594625,0.503919373,0.593505039,0.436730123,573.281075,2353,920,1.785890258,5.428107503,1452,0.582306831
Apr-21,84602,11183,1.466511669,1.636412412,1.752660288,0.080479299,0.411338639,0.518644371,0.339801484,573.5759635,3159,1242,1.7806492,5.414647232,1631,-0.169900742
Jul-21,67871,9137,1.543176097,1.532231586,1.926233994,0.087556091,0.350224362,0.645726168,0.339279851,568.2828062,2447,970,1.780343658,5.426726497,1479,0.010944511
Oct-21,76914,10324,2.857419605,1.327005037,1.695079427,0.096861682,0.242154204,0.503680744,0.493994576,571.7357613,2545,1008,1.793297172,5.442851608,1573,1.530414568
